key,testbed,class,multiplier,type,n,c,density,id,cfs_opt,cfs_time,cfs_nodes,cfs_timeout,heur_opt,heur_time,heur_restarts
sparse/C/test_1000_2000_r0.01-1.dat,sparse,C,,,1000,2000,0.01,1,3528,682.7643,0,1,3540,0.3338,20
sparse/C/test_1000_2000_r0.01-2.dat,sparse,C,,,1000,2000,0.01,2,3456,682.3974,0,1,3460,0.3315,20
sparse/C/test_1000_2000_r0.01-3.dat,sparse,C,,,1000,2000,0.01,3,3505,682.0309,0,1,3520,0.3494,20
sparse/C/test_1000_2000_r0.05-0.dat,sparse,C,,,1000,2000,0.05,0,2730,601.1339,0,1,2799,0.8602,20
sparse/C/test_500_1000_r0.001-0.dat,sparse,C,,,500,1000,0.001,0,2000,114.2906,1,0,2000,0.0520,20
sparse/C/test_500_1000_r0.001-1.dat,sparse,C,,,500,1000,0.001,1,1920,115.7518,1,0,1910,0.0567,20
sparse/C/test_500_1000_r0.001-2.dat,sparse,C,,,500,1000,0.001,2,1970,117.2400,1,0,1970,0.0579,20
sparse/C/test_1000_2000_r0.05-1.dat,sparse,C,,,1000,2000,0.05,1,2715,623.4716,0,1,2760,0.9819,20
sparse/C/test_1000_2000_r0.05-2.dat,sparse,C,,,1000,2000,0.05,2,2273,625.0312,0,1,2750,1.6209,20
sparse/C/test_500_1000_r0.001-3.dat,sparse,C,,,500,1000,0.001,3,2010,113.5733,1,0,2010,0.0547,20
sparse/C/test_1000_2000_r0.05-3.dat,sparse,C,,,1000,2000,0.05,3,2751,633.3730,0,1,2760,0.9554,20
sparse/C/test_500_1000_r0.01-0.dat,sparse,C,,,500,1000,0.01,0,1830,600.0009,214818,1,1820,0.0780,20
sparse/C/test_500_1000_r0.01-1.dat,sparse,C,,,500,1000,0.01,1,1780,600.0071,0,1,1780,0.0808,20
sparse/C/test_500_1000_r0.01-2.dat,sparse,C,,,500,1000,0.01,2,1900,600.0103,0,1,1900,0.0723,20
sparse/C/test_500_1000_r0.01-3.dat,sparse,C,,,500,1000,0.01,3,1830,600.0003,0,1,1820,0.0750,20
sparse/C/test_500_1000_r0.05-0.dat,sparse,C,,,500,1000,0.05,0,1570,600.0002,4614708,1,1550,0.2321,20
sparse/C/test_500_1000_r0.05-1.dat,sparse,C,,,500,1000,0.05,1,1586,600.0003,5120512,1,1560,0.1402,20
sparse/C/test_500_1000_r0.05-2.dat,sparse,C,,,500,1000,0.05,2,1580,600.0017,3400713,1,1560,0.1186,20
sparse/C/test_500_1000_r0.05-3.dat,sparse,C,,,500,1000,0.05,3,1550,600.0002,4022661,1,1540,0.1379,20
sparse/C/test_500_2000_r0.001-0.dat,sparse,C,,,500,2000,0.001,0,3320,220.0727,1,0,3320,0.0942,20
sparse/C/test_500_2000_r0.001-1.dat,sparse,C,,,500,2000,0.001,1,3370,212.7318,1,0,3370,0.0978,20
sparse/C/test_500_2000_r0.001-2.dat,sparse,C,,,500,2000,0.001,2,3330,210.4765,1,0,3330,0.0872,20
sparse/C/test_500_2000_r0.001-3.dat,sparse,C,,,500,2000,0.001,3,3350,215.3376,1,0,3350,0.0941,20
sparse/C/test_500_2000_r0.01-0.dat,sparse,C,,,500,2000,0.01,0,3080,600.0009,4526820,1,3070,0.1281,20
sparse/C/test_500_2000_r0.01-1.dat,sparse,C,,,500,2000,0.01,1,3130,600.0023,5882654,1,3120,0.1162,20
sparse/C/test_500_2000_r0.01-2.dat,sparse,C,,,500,2000,0.01,2,3163,600.0028,2733394,1,3160,0.1443,20
sparse/C/test_500_2000_r0.01-3.dat,sparse,C,,,500,2000,0.01,3,3140,600.0022,3115028,1,3130,0.1260,20
sparse/C/test_500_2000_r0.05-0.dat,sparse,C,,,500,2000,0.05,0,2685,600.0009,2673309,1,2670,0.4166,20
sparse/C/test_500_2000_r0.05-1.dat,sparse,C,,,500,2000,0.05,1,2700,600.0007,2610911,1,2650,0.4462,20
sparse/C/test_500_2000_r0.05-2.dat,sparse,C,,,500,2000,0.05,2,2680,600.0006,3331410,1,2640,0.5606,20
sparse/C/test_500_2000_r0.05-3.dat,sparse,C,,,500,2000,0.05,3,2722,600.0003,2241790,1,2708,0.4394,20
sparse/R/test_1000_1000_r0.001-0.dat,sparse,R,,,1000,1000,0.001,0,7755,466.9826,1,0,7754,4.2147,20
sparse/R/test_1000_1000_r0.001-2.dat,sparse,R,,,1000,1000,0.001,2,7774,475.0743,1,0,7774,4.3837,20
sparse/R/test_1000_1000_r0.001-1.dat,sparse,R,,,1000,1000,0.001,1,7615,600.0739,0,1,7611,4.2164,20
sparse/R/test_1000_1000_r0.001-3.dat,sparse,R,,,1000,1000,0.001,3,7245,600.0033,0,1,7245,3.9822,20
sparse/R/test_1000_1000_r0.01-0.dat,sparse,R,,,1000,1000,0.01,0,6983,600.0150,0,1,6958,5.3628,20
sparse/R/test_1000_1000_r0.01-1.dat,sparse,R,,,1000,1000,0.01,1,6782,600.0213,0,1,6741,5.4692,20
sparse/R/test_1000_1000_r0.01-2.dat,sparse,R,,,1000,1000,0.01,2,6888,600.0391,0,1,6805,5.2932,20
sparse/R/test_1000_1000_r0.01-3.dat,sparse,R,,,1000,1000,0.01,3,7339,600.0264,0,1,7284,6.3181,20
sparse/R/test_1000_1000_r0.05-0.dat,sparse,R,,,1000,1000,0.05,0,4439,600.0064,342243,1,4213,8.6135,20
sparse/R/test_1000_1000_r0.05-1.dat,sparse,R,,,1000,1000,0.05,1,4435,600.0035,377179,1,4254,9.1791,20
sparse/R/test_1000_1000_r0.05-2.dat,sparse,R,,,1000,1000,0.05,2,4709,600.0016,481951,1,4379,8.8032,20
sparse/R/test_1000_1000_r0.05-3.dat,sparse,R,,,1000,1000,0.05,3,4194,600.0017,488039,1,4110,8.4424,20
sparse/R/test_1000_2000_r0.001-0.dat,sparse,R,,,1000,2000,0.001,0,10301,793.0073,0,1,10303,11.4490,20
sparse/R/test_1000_2000_r0.001-1.dat,sparse,R,,,1000,2000,0.001,1,10792,774.3129,0,1,10792,10.9333,20
sparse/R/test_1000_2000_r0.001-2.dat,sparse,R,,,1000,2000,0.001,2,10981,787.6378,0,1,10988,10.9441,20
sparse/R/test_1000_2000_r0.001-3.dat,sparse,R,,,1000,2000,0.001,3,11018,794.0747,0,1,11018,12.0410,20
sparse/R/test_1000_2000_r0.01-0.dat,sparse,R,,,1000,2000,0.01,0,9272,660.8626,0,1,9278,15.7229,20
sparse/R/test_1000_2000_r0.01-1.dat,sparse,R,,,1000,2000,0.01,1,9044,665.6933,0,1,9044,16.1180,20
sparse/R/test_1000_2000_r0.01-2.dat,sparse,R,,,1000,2000,0.01,2,9069,657.9102,0,1,9072,14.4581,20
sparse/R/test_1000_2000_r0.01-3.dat,sparse,R,,,1000,2000,0.01,3,9123,666.2900,0,1,9123,18.3351,20
sparse/R/test_1000_2000_r0.05-0.dat,sparse,R,,,1000,2000,0.05,0,4927,600.0113,0,1,5209,28.2610,20
sparse/R/test_1000_2000_r0.05-1.dat,sparse,R,,,1000,2000,0.05,1,5370,600.0426,0,1,5027,26.4878,20
sparse/R/test_500_1000_r0.001-0.dat,sparse,R,,,500,1000,0.001,0,5521,107.6372,1,0,5520,1.6055,20
sparse/R/test_1000_2000_r0.05-2.dat,sparse,R,,,1000,2000,0.05,2,5022,600.0446,0,1,4929,26.4942,20
sparse/R/test_500_1000_r0.001-1.dat,sparse,R,,,500,1000,0.001,1,6098,106.4084,1,0,6047,1.6090,20
sparse/R/test_500_1000_r0.001-2.dat,sparse,R,,,500,1000,0.001,2,5072,108.0631,1,0,5070,1.4744,20
sparse/R/test_1000_2000_r0.05-3.dat,sparse,R,,,1000,2000,0.05,3,5265,600.0340,0,1,5190,27.8187,20
sparse/R/test_500_1000_r0.001-3.dat,sparse,R,,,500,1000,0.001,3,5791,600.0027,0,1,5780,1.5535,20
sparse/R/test_500_1000_r0.01-0.dat,sparse,R,,,500,1000,0.01,0,4853,600.0017,0,1,4841,1.3614,20
sparse/R/test_500_1000_r0.01-1.dat,sparse,R,,,500,1000,0.01,1,4820,600.0133,0,1,4800,1.8283,20
sparse/R/test_500_1000_r0.01-2.dat,sparse,R,,,500,1000,0.01,2,4794,600.0010,0,1,4761,1.6606,20
sparse/R/test_500_1000_r0.01-3.dat,sparse,R,,,500,1000,0.01,3,5158,600.0038,0,1,5158,1.8846,20
sparse/R/test_500_1000_r0.05-0.dat,sparse,R,,,500,1000,0.05,0,3757,600.0024,2079248,1,3444,2.9729,20
sparse/R/test_500_1000_r0.05-1.dat,sparse,R,,,500,1000,0.05,1,4050,600.0003,1324687,1,3809,2.9979,20
sparse/R/test_500_1000_r0.05-2.dat,sparse,R,,,500,1000,0.05,2,3846,600.0047,1155710,1,3482,2.7175,20
sparse/R/test_500_2000_r0.001-0.dat,sparse,R,,,500,2000,0.001,0,7097,197.6102,1,0,7097,3.7797,20
sparse/R/test_500_2000_r0.001-1.dat,sparse,R,,,500,2000,0.001,1,7853,201.8816,1,0,7830,3.9894,20
sparse/R/test_500_2000_r0.001-3.dat,sparse,R,,,500,2000,0.001,3,8331,279.6789,82,0,8331,4.0506,20
sparse/R/test_500_1000_r0.05-3.dat,sparse,R,,,500,1000,0.05,3,3468,600.0017,2051714,1,3258,3.0345,20
sparse/R/test_500_2000_r0.001-2.dat,sparse,R,,,500,2000,0.001,2,7779,600.0014,0,1,7776,4.1434,20
sparse/R/test_500_2000_r0.01-0.dat,sparse,R,,,500,2000,0.01,0,6735,600.0025,822131,1,6591,4.6697,20
sparse/R/test_500_2000_r0.01-1.dat,sparse,R,,,500,2000,0.01,1,7302,600.0052,213626,1,7234,4.0698,20
sparse/R/test_500_2000_r0.01-2.dat,sparse,R,,,500,2000,0.01,2,7371,600.0026,1287015,1,7279,4.2669,20
sparse/R/test_500_2000_r0.01-3.dat,sparse,R,,,500,2000,0.01,3,6823,600.0489,1231300,1,6735,4.6433,20
sparse/R/test_500_2000_r0.05-0.dat,sparse,R,,,500,2000,0.05,0,4258,600.0008,881760,1,4354,7.3861,20
sparse/R/test_500_2000_r0.05-1.dat,sparse,R,,,500,2000,0.05,1,4824,600.0005,1063649,1,4729,8.1814,20
sparse/R/test_500_2000_r0.05-2.dat,sparse,R,,,500,2000,0.05,2,4027,600.0008,1155000,1,4591,8.6251,20
sparse/R/test_500_2000_r0.05-3.dat,sparse,R,,,500,2000,0.05,3,4493,600.0010,882851,1,4268,8.3797,20
